Text,Intent
یک قهوه به کافی شاپ starbucks سفارش بده,iot_coffee
از نزدیک ترین کافی شاپ یه قهوه سفارش بده,iot_coffee
آیا قهوه آماده است,iot_coffee
قهوه درست کردن را شروع کن,iot_coffee
لطفا قهوه را مطابق ترجیح قبلی من درست کن,iot_coffee
آلی برایم قهوه را در هشت صبح درست کن,iot_coffee
قهوه را در ساعت شش صبح درست کن,iot_coffee
الی ساعت شش صبح قهوه درست کن,iot_coffee
آلی قهوه را شش صبح شروع کن,iot_coffee
به قهوه ساز دستور بده در ده دقیقه یک کافی فیلتر درست کند,iot_coffee
من قهوه فیلتر دار خود را در ده دقیقه می‌خواهم لطفا بر این اساس قهوه‌ساز را تنظیم کن,iot_coffee
می‌شود یک قهوه برایم درست کنی,iot_coffee
یک فنجان قهوه در حال حاضر خوب است,iot_coffee
آلی قهوه ام را بساز,iot_coffee
قوه مرا دم کن,iot_coffee
علی قهوه مرا دم کن,iot_coffee
قهوه من را آماده کن,iot_coffee
چطور برای قهوه ساز زمان بندی مشخص کنم,iot_coffee
چند فنجان قهوه برای ما آماده کن,iot_coffee
یک مقدار قهوه درست کن,iot_coffee
من از دستگاه یک قهوه می‌خواهم,iot_coffee
لطفا کمی قهوه برای من درست کن,iot_coffee
من یک فنجان قهوه لازم دارم,iot_coffee
آيا می توانی دستگاه قهوه ساز را برای من روشن کنی,iot_coffee
برای من یک فنجان قهوه درست کن لطفا,iot_coffee
برای من یک فنجان قهوه دم کن,iot_coffee
من لطفا یک فنجان قهوه می‌خواهم,iot_coffee
می‌توانی یک فنجان قهوه به من بدهی,iot_coffee
لطفا یک فنجان قهوه به من بده,iot_coffee
علی لطفا یک قهوه درست کن,iot_coffee
لطفا قهوه درست کن,iot_coffee
علی قهوه ساز را روشن کن,iot_coffee
می‌خواهم قهوه ساز برایم قهوه درست کند,iot_coffee
آلی دم کردن را میتوانی شروع کنی,iot_coffee
شروع به تهیه قهوه,iot_coffee
من یک قهوه با یک واحد خامه و سه واحد شکر می‌خواهم,iot_coffee
علی من یک قهوه با یک واحد خامه و سه واحد شکر می‌خواهم,iot_coffee
سلام میتوانی برایم قهوه خامه ای بسازی,iot_coffee
لطفا قوی ترین قهوه ای که می تونی رو برام درست کن,iot_coffee
لطفا برای من یک قهوه درست کن,iot_coffee
برای من یک قهوه درست کن لطفا,iot_coffee
قهوه درست کردن را شروع کن,iot_coffee
یک قهوه برایم بساز لطفا,iot_coffee
اوولی لطفا برای من یک فنجان قهوه درست کن,iot_coffee
لطفا قهوه ساز من را به زمان چهار شب تنظیم کن,iot_coffee
آیا می‌توانی قهوه ساز برای بگونه ای تنظیم کنی که هر روز هفته ساعت سه بعدازظهر قهوه درست کند,iot_coffee
آيا می توانی قهوه ساز من را تنظیم کنی که برای چهار عصر قهوه درست کند,iot_coffee
می توانی همین حالا برایم قهوه درست کنی,iot_coffee
برام یه کم قهوه دم کن,iot_coffee
اکنون برای من قهوه درست کن,iot_coffee
من اکنون یه قهوه می‌خواهم,iot_coffee
به قهوه ساز بگو پنج تا قهوه درست کنه.,iot_coffee
اولی برای من یک فنجان قهوه درست کن,iot_coffee
برام یه فنجان قهوه درست کن,iot_coffee
علی من الان کمی قهوه می خواهم,iot_coffee
من الان مقداری قهوه می خواهم,iot_coffee
علی من یک قهوه میل دارم لطفاً,iot_coffee
من یک قهوه می‌خواهم لطفا,iot_coffee
برای من یک قهوه درست کن,iot_coffee
من مقداری قهوه نیاز دارم,iot_coffee
من قهوه می خواهم,iot_coffee
یک لیوان قهوه دم کن,iot_coffee
می توانی کتری را روشن کنی,iot_coffee
قهوه جوش را روشن کن,iot_coffee
لطفا با دستگاه قهوه ساز برای من قهوه درست کن,iot_coffee
من یک فنجان قهوه می‌خواهم,iot_coffee
کمی قهوه می خواهم,iot_coffee
یک فنجان قهوه آماده کن,iot_coffee
لطفا برای من کمی قهوه درست کن,iot_coffee
من قهوه ام را سیاه میگیرم,iot_coffee
یک فنجان قهوه درست کن,iot_coffee
یک فنجان قهوه لطفا,iot_coffee
علی همان همیشگی را برایم درست کن,iot_coffee
من قهوه داغ میخواهم,iot_coffee
علی قهوه را برای ساعت هفت صبح دم کن,iot_coffee
علی قهوه دم کن,iot_coffee
می توانم یک فنجان قهوه بخورم,iot_coffee
یک لیوان قهوه غلیظ درست کن,iot_coffee
مقداری قهوه درست کن,iot_coffee
یک قهوه آماده کن,iot_coffee
من می‌خواهم قهوه بنوشم,iot_coffee
قهوه درست کن,iot_coffee
علی داغ و شیرین بر پایه سویا,iot_coffee
لطفا یک کاپوچینو برایم درست کن,iot_coffee
من یک کاپوچینو میخواهم لطفا,iot_coffee
یه کاپوچینو برام درست کن,iot_coffee
همین حالا درست کردن کاپوچینو برای من را شروع کن,iot_coffee
لطفا قهوه ساز را روشن کن و روند دم کردن را شروع کن,iot_coffee
می‌توانی برای من یک قهوه درست کنی,iot_coffee
برو و یک قهوه درست کن,iot_coffee
برای من نوشیدنی خنک درست کن,iot_coffee
قهوه ساز را روشن کن,iot_coffee
من قهوه می خوام,iot_coffee
علی می‌توانی برای من مقداری قهوه درست کنی,iot_coffee
برایم قهوه بدون شیرین کننده درست کن,iot_coffee
الان قهوه درست کن,iot_coffee
قهوه را در شش صبح شروع کن,iot_coffee
قهوه ساز خود را برای درست کردن قهوه چگونه تنظیم کنم,iot_coffee
لطفا یک ظرف قهوه آماده کن,iot_coffee
من یک فنجان قهوه می خواهم,iot_coffee
می‌توانی برای من یک فنجان قهوه درست کنی,iot_coffee
لطفا با استفاده با قهوه ساز برایم یک قهوه درست کن,iot_coffee
برای من یک فنجان قهوه با کرم کارامل نمکی درست کن,iot_coffee
هی علی ممکن است یک قهوه خامه‌دار برایم درست کنی,iot_coffee
لطفا قهوه جوش را برای من روشن کن,iot_coffee
لطفا یک فنجان قهوه برای من درست کن,iot_coffee
لطفا قهوه جوش من را روشن کن,iot_coffee
می‌توانی دستگاه قهوه‌ساز من را تنظیم کنی تا ساعت هفت صبح برایم قهوه درست کند,iot_coffee
قهوه‌ساز من را تنظیم کن,iot_coffee
یک قهوه درست کن,iot_coffee
علی قهوه ساز را برای درست کردن مقداری قهوه برای من روشن کن,iot_coffee
اکنون قهوه را آماده کن,iot_coffee
قهوه من سرد شد لطفا بیشتر قهوه درست کن,iot_coffee
قهوه را در سه درست کن,iot_coffee
قهوه ساز را در ساعت سه روشن کن,iot_coffee
می‌توانی مقداری قهوه درست کنی,iot_coffee
هر روز قهوه می خواهم,iot_coffee
یک فنجان قهوه برای من آماده کن,iot_coffee
همان همیشگی را درست کن,iot_coffee
میشه لطفا یک قهوه درست کنی,iot_coffee
قهوه ساز را روی روشن تنظیم کن,iot_coffee
لطفا یک قهوه درست کن,iot_coffee
قهوه,iot_coffee
لطفا قهوه جوش را روشن کن,iot_coffee
قهوه را درست کن,iot_coffee
علی من به یک نوشیدنی نیاز دارم,iot_coffee
یک نوشیدنی می خواهم,iot_coffee
قهوه آماده کن,iot_coffee
الان قهوه درست کن,iot_coffee
ممکن است یک اسپرسو به من بدهید,iot_coffee
من اکنون قهوه میل دارم,iot_coffee
یه فنجان قهوه برای من درست کن,iot_coffee
دستگاه قهوه‌ساز را روشن کن,iot_coffee
کمی قهوه دم کن,iot_coffee
لطفا قهوه را شروع کن,iot_coffee
لطفا برای من یک قهوه درست کن,iot_coffee
لطفا برای من یک قهوه درست کن,iot_coffee
ممکن است قهوه ساز را روشن کنی,iot_coffee
اکنون من مقداری قهوه می‌خواهم,iot_coffee
قهوه ی صبح من رو آماده کن,iot_coffee
وقت قهوه است,iot_coffee
به مامان تلفن کن,email_querycontact
شماره‌ی شرکت جعفر مرادی چیست,email_querycontact
آدرس ایمیل سارا چیست,email_querycontact
شماره‌ی او چیست,email_querycontact
شماره‌ی تلفن ثابت را به من بگو,email_querycontact
عنوان شغلی علی احمدی چیست,email_querycontact
آیا علی در فهرست مخاطبین من ذخیره شده است,email_querycontact
آیا آیدی ایمیل علی در فهرست وجود دارد,email_querycontact
چند مخاطب به نام محمد وجود دارد,email_querycontact
پروفایل علی از لیست مخاطبین من را باز کن,email_querycontact
آی دی ایمیل علی چیست,email_querycontact
همه مخاطبین به نام علی را پیدا کن,email_querycontact
به دنبال آدرس مسکونی رهبر تیم من باش,email_querycontact
شماره‌ی تلفن علی را برای من بالا بیاور,email_querycontact
تولد علی کی است,email_querycontact
شماره تلفن امیر چیست,email_querycontact
مخاطبین را باز کن و علی آهنگر را پیدا کن,email_querycontact
آیا آدرس فروشگاه رفاه را در مخاطبین خود دارم,email_querycontact
ندا امیری را به فهرست مخاطبین مورد علاقه من اضافه کن,email_querycontact
آیا من هیچ شماره تلفن دیگری از علی دارم,email_querycontact
شماره علی چنده,email_querycontact
آدرس فعلی ژاله چیه,email_querycontact
می‌توانی جدیدترین شماره‌ی تلفن شعبان احمدی را به من بدهی,email_querycontact
آدرس علی را نشان بده,email_querycontact
شماره و ایمیل تماس رایان را نمایش بده,email_querycontact
مخاطب را جستجو کن,email_querycontact
مخاطب را انتخاب کن,email_querycontact
شماره تلفن منزل جلیل چیه,email_querycontact
این دوست کجا زندگی می‌کند,email_querycontact
سارا در حال حاضر کجا کار میکند,email_querycontact
آیا من اطلاعات تماس تارا قربانی را دارم,email_querycontact
آدرس سارا امینی چند است,email_querycontact
olly لطفغا به من جزییات تماس با برادرم را بگو,email_querycontact
آدرس خیابان دوست فیسبوکی علی را به من بگو,email_querycontact
آدرس اداره برادرم را بگو,email_querycontact
می‌توانی علی را بالا بیاوری,email_querycontact
شماره نصرت چیست,email_querycontact
من را با ایمیل امیر لینک کن,email_querycontact
ندا چند سال دارد,email_querycontact
تولد مریم کی هست,email_querycontact
شماره‌ی تلفن مریم چنده,email_querycontact
در مورد ندا که در لیست مخاطبین من هست به من بگو,email_querycontact
آیا تولد جواد نزدیکه,email_querycontact
سن ندا چقدره,email_querycontact
اطلاعات مربوط به علی را از فهرست مخاطبین من ارائه بده,email_querycontact
الکسا اطلاعات مربوط به علی را از فهرست مخاطبین من ارائه بده,email_querycontact
اطلاعات علی را نگاه کن,email_querycontact
الکسا اطلاعات بهرام را جستجو کن,email_querycontact
چه اطلاعاتی در پرونده اطلاعات من در مورد صورتحساب داری,email_querycontact
مخاطب علی را در دفترچه تلفن باز کن,email_querycontact
شماره تماس علی را از دفترچه تلفن بخوان,email_querycontact
چگونه با سمانه تماس بگیرم,email_querycontact
مخاطبین را چک کن,email_querycontact
جستجو و بررسی را اعمال کن,email_querycontact
ممکن است لطفاً اطلاعات مربوط به یک مخاطب را بالا بیاوری,email_querycontact
آیا راهی برای جمع‌آوری اطلاعات در مورد یک مخاطب وجود دارد,email_querycontact
شماره تلفن امیر چند است,email_querycontact
آدرس ایمیل عمه کتایون را به من بگو,email_querycontact
فردی که بیشتر بهش زنگ زده می‌شود در دفترچه تلفن کیست,email_querycontact
آدرس امیر نوری کجاست,email_querycontact
آیا می‌توانی اطلاعات تماس اختصاص داده شده به این شخص را در اختیار من قرار دهی,email_querycontact
چگونه می‌توانم با این شخص تماس بگیرم,email_querycontact
شماره تلفن دوستم جواد چیست,email_querycontact
آیا مامان به من پیام داده,email_querycontact
آیا تماس از دست رفته ‌ی از علی دارم,email_querycontact
شماره تلفن مریم محمدی چیست,email_querycontact
آیا امیر نوری در خیابان اصلی زندگی میکند,email_querycontact
می‌توانی شماره تلفن من را بگویی,email_querycontact
شخصی را پیدا کن,email_querycontact
شماره‌ی تلفن خانه‌ی جواد چند است,email_querycontact
آیا اطلاعات تماس جواد را برای من جستجو می‌کنی,email_querycontact
گوگل باید با مامانم تماس بگیرم آیا شماره محل کار او را برای من چک می‌کنی,email_querycontact
سارا در کدام خیابان زندگی می‌کند دفترچه تلفن من را چک کن,email_querycontact
آیا این شماره‌ی تلفن همراه خواهر من است,email_querycontact
شماره‌ی تلفن خانه‌ی سارا چیست,email_querycontact
شماره جواد محمدی چیست,email_querycontact
شماره‌ی تلفن همراه مریم را بگو,email_querycontact
آیا من شماره‌ای برای نصرت دارم,email_querycontact
به عالیه پیامی بفرست,email_querycontact
آخرین باری که با محمد احمدی تماس گرفتم کی بود,email_querycontact
آدرس خانه جواد کجاست,email_querycontact
آدرس منزل علی علوی را به من بگو,email_querycontact
علی آهنگر از مرکزی را برایم پیدا کن,email_querycontact
احمد عیوضی کجا زندگی می‌کند و شماره تلفن او چیست,email_querycontact
اطلاعات علی احمدی را در مورد محل کارش را بیاب,email_querycontact
آیا شماره منزل علی در مخاطبین من است,email_querycontact
آیا شماره تلفن علی بین مخاطبین من هست,email_querycontact
جزئیات تماس بهروز چیست,email_querycontact
می‌توانی جزئیات علی را به من بدهی,email_querycontact
در مورد مریم چی میدونی,email_querycontact
آدرس آرش اکبری کجاست آیا در مخاطبین من است,email_querycontact
به من مخاطبین م را نشان بده,email_querycontact
لیست مخاطبین من را باز کن,email_querycontact
شماره‌ی تلفن احمد چیست,email_querycontact
اطلاعات تماس علی را به من نشان بده,email_querycontact
همسرم را پیدا کن,email_querycontact
ایمیل همسر من چیست,email_querycontact
شماره تلفن دختر من چیه,email_querycontact
برنامه google chrome,email_querycontact
واتساپ,email_querycontact
شماره را بگیر,email_querycontact
راهرو کجاست,email_querycontact
چگونه به راهرو برسیم,email_querycontact
کد منطقه ندا را به من بگو,email_querycontact
آیا شماره‌ی محل کار سوسن را دارم,email_querycontact
شماره تلفن جمال چیه,email_querycontact
شماره تماس احمد را نشان بده,email_querycontact
شماره موبایل احمد را نشان بده,email_querycontact
شماره‌ی اداره علی را نشان بده,email_querycontact
شماره تلفن محمد را به من بده,email_querycontact
ایمیل بهنام چیست,email_querycontact
چگونه با زهرا تماس بگیرم,email_querycontact
لطفا آدرس ایمیل ایرج را پیدا کن و به من بگو,email_querycontact
لطفا یک شماره تماس جدیدی از علی امیری پیدا کن,email_querycontact
آیا من از کاظم پیام دریافت کردم,email_querycontact
شماره‌ی تلفن خانه‌ی علی چیست,email_querycontact
آخرین باری که با علی صحبت کردم کی بود,email_querycontact
موقعیت مخاطب را بده,email_querycontact
این ایمیل را در مخاطبین من بررسی کن اگر نبود آن را اضافه کن,email_querycontact
اطلاعات آناهید,email_querycontact
در مخاطبین جستجو کن,email_querycontact
مخاطبین,email_querycontact
آخرین تماسی که از علی دریافت کردم کی بود,email_querycontact
شماره تلفن ندا چنده,email_querycontact
دفترچه تلفن امیر,email_querycontact
شماره تلفن مامان رو بده,email_querycontact
برای فرید توی واتس اپ بنویس سلام,email_querycontact
ماهان کجا زندگی می‌کند,email_querycontact
شماره تلفن کاری ندا چیست,email_querycontact
امیر امیری را در مخاطبین پیدا کن,email_querycontact
لیست مخاطبین را باز کن و با علی آهنگر تماس بگیر,email_querycontact
شماره تلفن ندا را به من بده,email_querycontact
آدرس ایمیل سمیرا چند است,email_querycontact
از ندا به من بگو,email_querycontact
آیا کسی را می‌شناسم که تولدش این ماه است,email_querycontact
با کدام مخاطب دوازده ماه است که تماس نگرفته‌ام,email_querycontact
چگونه با سارا تماس بگیرم,email_querycontact
می‌ششود اطلاعات تماس علی را به من بگویی,email_querycontact
شماره مامان را چک کن,email_querycontact
تماس بگیر با,email_querycontact
آیا کارگر شرکت من شماره‌ی تلفن خانه دارد,email_querycontact
چه کسی آخرین فردی است که با من تماس گرفته است,email_querycontact
چند نفر از مخاطبین من در رشت زندگی یا کار می‌کنند,email_querycontact
مخاطبین من عمدتا زن یا مرد هستند,email_querycontact
اطلاعات تماس عادل را نمایش بده,email_querycontact
شماره‌ی تلفن آقای احمدی در مخاطبین من چیست,email_querycontact
چند شماره‌ی تلفن برای نصرت دارم,email_querycontact
شماره‌ی تلفن ماهان,email_querycontact
لطفا یک شماره تماس از جاوید پیدا کن و به من بگو,email_querycontact
ایا ما شماره دفتر ندا را داریم,email_querycontact
مخاطبین لطفا,email_querycontact
ایمیل علی چیست,email_querycontact
جزئیات مخاطب امیر,email_querycontact
لطفا جزئیاتی از علی که در لیست مخاطبان من هست بگو,email_querycontact
آیا مخاطبی به نام علی در فهرست من هست,email_querycontact
نام خانوادگی علی چیست,email_querycontact
ادرس ایمیل مامان چیه,email_querycontact
جزئیات تماس برادرم را به من بگو,email_querycontact
آیا اکبر در ترکیه زندگی می‌کند,email_querycontact
آیا می‌توانم اطلاعاتی در مورد یک مخاطب پیدا کنم,email_querycontact
آیا این کد منطقه صحیح برای رئیس من است,email_querycontact
لطفاً مخاطبینی را که سه ماه است با آنها صحبت نکرده‌ام حذف کن,email_querycontact
من چند مخاطب در دفترچه تلفن خود دارم,email_querycontact
مخاطب با نام آرش را باز کن,email_querycontact
لطفا فهرست مخاطبین من را باز کن,email_querycontact
اطلاعات تماس علی را باز کن,email_querycontact
ایمیل مخاطبم رو بده,email_querycontact
با شماره تلفن رایان تماس بگیر,email_querycontact
آدرس علی چیه,email_querycontact
باید مسیرهای مختلفی به من بدهی,transport_query
الهه باید به من مسیر دیگری بدهی,transport_query
باید یک مسیر جایگزین برای مقصدم پیدا کنی,transport_query
الهه باید یک مسیر دیگر برای مقصدم پیدا کنی,transport_query
فردا چقدر طول می کشد تا کنسرت محسن یگانه رانندگی کنم,transport_query
فروشگاه رفاه چقدر از اینجا فاصله دارد,transport_query
چطور قبل از ظهر با قطار به شیراز برسم,transport_query
قطار بعدی در نکا چیست,transport_query
چطور به خیابان قدیمی بروم,transport_query
مسیرها به ایران مال,transport_query
بهترین ساعت برای گرفتن قطار شنبه کرج کی است,transport_query
اولین قطار به نکا کی هست,transport_query
از اینجا چقدر طول می کشد تا به ایستگاه قطار بروم,transport_query
نزدیکترین ایستگاه قطار کجاست,transport_query
مسیر نزدیکترین مک دونالد را به من بده,transport_query
کوتاهترین مسیر به فرودگاه را بده,transport_query
سلام قطار محلی بعدی از شاهرود به دامغان کی است,transport_query
امشب هیچ قطاری از نکا به ساری می رود,transport_query
یک مسیر از اینجا به کافه فرانسه را برنامه ریزی کن,transport_query
بهم بگو چطور می تونم از اینجا برم قم,transport_query
مسیررفتن از اینجا به میدان امام اصفهان را به من بده,transport_query
کجا یک بلیط قطار بخرم,transport_query
چطور بروم تنگه هرمز,transport_query
سریعترین مسیر به خانه مادربزرگم کدام است,transport_query
آیا از دامغان به شاهرود برای ظهر قطار هست,transport_query
می توانم برای حوالی ظهر شنبه آینده یک بلیط قطار به نکا بگیرم,transport_query
منشعب شدن,transport_query
مانورهای سرعت جاده,transport_query
به من بگو قطار رجا کی می رسد ساری,transport_query
آیا پست پنجاب به موقع به gwalior می رسه,transport_query
مسیر را برای بازار مرکزی تنظیم کن,transport_query
مسیر اینجا به نکا را بده,transport_query
مسیر رانندگی از اینجا به فروشگاه شهروند را معین کن,transport_query
می توانی قیمت های بلیط قطار را برایم پیدا کنی,transport_query
من یک بلیط قطار به این محل می خواهم,transport_query
قطار ساری کی راه می افتد,transport_query
چقدر طول می کشد تا قطار الف به ایستگاه ب برسد,transport_query
برای امروز به ایستگاه قطار ساری بلیط قطار پیدا کن,transport_query
از اینجا تا پارک ساعی با قطار چقدر طول می کشد,transport_query
برنامه حرکت قطار به اصفهان,transport_query
دنبال قطار هایی بگرد که امشب به ساری می روند,transport_query
زمان قطار رجا کی است,transport_query
قطار تهران مشهد کی به نیشابور می رسه,transport_query
فاصله و مسیر قطار به نکا را برایم پیدا کن,transport_query
از اینجا تا نکا با قطار چقدر راه هست,transport_query
زمان قطار ده هزار و هشتصد و هشتاد و هفت از ایستگاه پل سفید را روز دوشنبه چک کن,transport_query
ساعت قطار سیر و سفر دوشنبه از ایستگاه ساری را چک کن,transport_query
برنامه امروز حرکت قطار ساری در نکا را به من نشان بده,transport_query
برنامه حرکت همه قطار هایی که طی دو ساعت آینده از نکا به بهشهر می روند را به من نشان بده,transport_query
به من نشان بده کجا می توانم یک قطار پیدا کنم,transport_query
قطار از نکا چه ساعتی راه می افتد,transport_query
سریع ترین مسیر به محل امیر را به من بگو,transport_query
برنامه حرکت قطار برای فردا,transport_query
چه ساعتی قطار تهران را بگیرم که تا ساعت نه صبح برسم,transport_query
متروی بعدی به نکا چیست,transport_query
قیمت بلیط قطار از قم به کرج را بگو,transport_query
قطارهای بعد از یازده شب نکا به ساری را بگو,transport_query
قطار بعدی به کارم کی راه می افتد,transport_query
آخرین قطار از سر کار کی راه می افتد,transport_query
اگر این قطار را بگیرم کی به خانه می رسم,transport_query
این مکان رو بهم رو نقشه نشان بده,transport_query
مسیر این محل را به من نشان بده,transport_query
قطار بعدی به تهران ساعت چند است,transport_query
سه قطار بعدی به اصفهان کی هستند,transport_query
قطار بعدی که در شهر سفر می‌کند کِی از اینجا حرکت می‌کند,transport_query
قطار کی به ایستگاه بعدی می رسد,transport_query
از ساعت چهار بعدالظهر چقدر از مسافرت مانده تا به مقصد برسیم,transport_query
بهم برنامه های قطار فردا از نکا به ساری را نشون بده,transport_query
از تهران تا آنکارا با قطار چقدر طول می کشد,transport_query
فاصله خانه‌ی من تا مشهد چقدر است,transport_query
مسیرها به میدان کاج را به من بده,transport_query
قطار بعدی به نکا,transport_query
قطار بعدی به نکا,transport_query
آخرین قطار امروز کی است,transport_query
نزدیک ترین فروشگاه شهروند کجاست,transport_query
از تجریش تا نیاوران پیاده چقدر طول می کشد,transport_query
امروز چه ساعت هایی قطار از ایستگاه ساری به سمت نکا حرکت می کنه,transport_query
برنامه حرکت قطارهای غرب بین ساعت هشت تا ده صبح یکشنبه در ایستگاه ساری چطور است,transport_query
قطار قم کی می رسه,transport_query
زمان رسیدن قطار اصفهان را می خواهم,transport_query
یک بلیط قطار به اصفهان لازم دارم,transport_query
یک قطار به ساری برای من پیدا کن,transport_query
چقدرتا مرکز شهر زمان می بره,transport_query
چه سفرهایی از ساری به نکا موجود است,transport_query
برنامه حرکت قطار به ساری چطور است,transport_query
زمان قطارهای فردا به نکا را به من بده,transport_query
قیمت بلیط قطار از اینجا به نکا چند است,transport_query
آخرین قطار به نکا کی راه می افتد,transport_query
چطور به مغازه خوار و بار فروشی بروم,transport_query
نزدیک ترین رستوران مکزیکی کجاست,transport_query
مسیرهای رفتن به اداره پلیس را برایم بفرست,transport_query
مسیرهای قطار را باز کن,transport_query
چقدر با نزدیک ترین استراحتگاه فاصله داریم,transport_query
امروز قطار کی می رسد,transport_query
قطار بعدی به نکا کی است,transport_query
آیا بلیط قطار مشهد برای فردا موجود است,transport_query
قطار بعدی به قم کی است,transport_query
کجا می‌توانم بلیط قطار به خراسان رضوی رزرو کنم,transport_query
قطار شیراز به اصفهان کی راه می افتد,transport_query
چقدر طول می کشد به آنجا برسیم,transport_query
تا آنجا با قطار چقدر طول می کشد,transport_query
زمان رفتن قطار به یک محل طولانی است,transport_query
چطور با قطار بروم نکا,transport_query
مسیرهای نزدیک ترین کافه لمیز را نشان بده,transport_query
زمان قطارها به ساری برای امروز,transport_query
آخرین قطار به نوشهر کی راه می افتد,transport_query
قطار صبح به قم چه ساعتی راه می افتد,transport_query
چه ساعتی قطار از مرکز شهر تهران به طرف کرج راه می افتد,transport_query
چه ساعتی قطار از نکا به ساری می رسد,transport_query
قطار از نکا کی به ساری می رسد,transport_query
قطار قزوین کی می آید,transport_query
مسیر ها به زنجان,transport_query
از اینجایی که هستم چطور به میدان کاج در تهران بروم,transport_query
می توانم ارزان ترین بلیط قطار به این مقصد را پیدا کنم,transport_query
آیا امروز می‌توانم بلیط قطار بخرم,transport_query
مسیرهای منتهی به خیابان کاج را لازم دارم,transport_query
چطور به رستوران نایب چالوس بروم,transport_query
مسیرهای به سمت ساحل گیسوم تالش,transport_query
ساعت حرکت و رسیدن این قطار چیست,transport_query
آخرین قطار کی از تهران راه می افتد,transport_query
قطارها طبق برنامه ساعت ده هستند,transport_query
نقشه را باز کن,transport_query
کوتاه ترین مسیر برای برگشتن به خانه,transport_query
کی باید بروم آفیس,transport_query
قطار بعدی به تهران کی هست,transport_query
برنامه حرکت قطارها به قم چیست,transport_query
الهه یک بلیط قطار به نکا برای من بگیر,transport_query
همه فاصله ها محل ها و زمان ها را من بگو,transport_query
طولانی ترین زمان به محل چیست,transport_query
مسیر ها به مکان,transport_query
دو عدد بلیط قطار چند است,transport_query
از نکا به بهشهر با قطار چقدر طول می کشد,transport_query
از اینجا تا قم با قطار چقدر طول می کشد,transport_query
قطار در نکا چه ساعتی راه می افتد,transport_query
قطار یکشنبه ها در نکا چه ساعت هایی راه می افتند,transport_query
قطار کی از گلوگاه به سمت نکا راه می افتد,transport_query
قطار کی از ساری می رسد,transport_query
توقف قطارها در بهشهر چقدر است,transport_query
من را به نزدیک ترین ایستگاه قطار ببر,transport_query
لطفا برنامه حرکت قطار برای چهارشنبه پنج بعدالظهر به نکا را چک کن,transport_query
قطار چهارشنبه ساعت پنج بعدازظهر به مقصد سمنان به موقع است,transport_query
آیا قطار برای چهارشنبه ساعت پنج بعدازظهر به گرمسار هست,transport_query
قطار کی از ایستگاه ساعی راه می افتد,transport_query
هر چند وقت یک بار قطار از ایستگاه ساری میاد و می ره,transport_query
می شه از کبابی نایب تجریش تا خانه بهم جهت ها رو بدی,transport_query
مسیر به فست فود ای گون را بده,transport_query
چگونه از خانه‌ام به هدفم در امتداد جاده چالوس برسم,transport_query
مسیر فروشگاه شهروند روی جاده شماره چهل را به من بده,transport_query
چه قطارهایی موجودند,transport_query
قیمت بلیط قطار از تهران به ساری,transport_query
لطفاً سفرهای موجود با قطار به مکان الف را لیست کن,transport_query
لطفا همه قطار های موجود به محل ای را لیست کن,transport_query
آیا سفری به مکان الف توسط قطار وجود دارد,transport_query
قطار بعدی برای ساری کی راه می افتد,transport_query
قطارها چه ساعتی به طرف شیراز راه می افتند,transport_query
آیا می‌توانی قطاری را در حوالی هفت بعدازظهر برای برگشت به خانه پیدا کنی,transport_query
قطار بعدی چه ساعتی از تهران راه می افتد,transport_query
قطار بعدی کی به سکوی شماره یک ایستگاه راه آهن مرکزی می رسه,transport_query
آخرین قطار کی از تهران راه می افتد,transport_query
من را به عطاویچ ببر,transport_query
مسیرها,transport_query
برنامه امروز رفت و آمد قطارها چیست,transport_query
قطار چهار و نیم بعدالظهر تاخیر دارد,transport_query
نزدیک ترین قطار به من کجاست,transport_query
مسیر رفتن به یک پارک در همین نزدیکی را به من بده لطفا,transport_query
آیا می‌توانم مسیرها را به نزدیکترین قهوه خانه دریافت کنم,transport_query
می توانی برایم یک بلیط قطار به قم پیدا کنی,transport_query
برای من بلیت قطار برای سفر بعدی به تهران پیدا کن,transport_query
می توانی برای من یک بلیط قطار به بروجرد در تعطیلات اربعین پیدا کنی,transport_query
چقدر طول میکشه که به کاشان برسم,transport_query
برنامه حرکت قطار,transport_query
قطار من کی می آید,transport_query
ساعت چند قطار از اینجا رد می شود,transport_query
قیمت بلیط قطار به نکا چند است,transport_query
جدول زمانی قطارها از تهران به نکا را به من نشان بده,transport_query
یک قطار از نکا به ساری برای من پیدا کن,transport_query
آیا می‌توانی مسیرهای رفتن به موزه چهل ستون در اصفهان را به من نشان بدهی,transport_query
ساعت های حرکت قطار,transport_query
قطار چه ساعتی می رسد,transport_query
سیری بلیط قطار به میدان امام پیدا کن,transport_query
سیری قیمت یک بلیط قطار چند است,transport_query
برنامه حرکت قطار از ایستگاه به محل را به من بده,transport_query
زمان قطارها از ایستگاه به محل را به من بده,transport_query
زمان و مکان حرکت قطار,transport_query
جای ساعت های قطار,transport_query
مکان زمان قطار,transport_query
می خواهم بروم نکا,transport_query
مسیررفتن به نزدیک ترین بانک به من را بده,transport_query
مسیر نزدیک ترین فست فود آی گون چیست,transport_query
می تونی یه بلیط قطار برای نکا برام رزرو کنی,transport_query
برنامه حرکت قطار به نکا را پیدا کن,transport_query
زمان حرکت قطار نکا را پیدا کن,transport_query
می‌توانی زمان حرکت قطار به شهر نیشابور را من بدهی,transport_query
